,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
376,376,인천 생 소성주,1.0,2.0,1.0,2,,0.0,,탁주 쌀  탄산,,,,,생선회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551553-%EC%9D%B8%EC%B2%9C%20%EC%83%9D%20%EC%86%8C%EC%84%B1%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=3551553&cid=58637&categoryId=58646,3551553
377,377,입장탁주,2.0,2.0,2.0,2,,0.0,,탁주 쌀,,,,,버섯 전골류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595312-%EC%9E%85%EC%9E%A5%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3595312&cid=58637&categoryId=58654,3595312
378,378,자두와인 레드,2.0,3.0,2.0,2,,0.0,,신맛       과실주  이색전통주,,,,,피자 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595314-%EC%9E%90%EB%91%90%EC%99%80%EC%9D%B8%20%EB%A0%88%EB%93%9C_main.JPG,https://terms.naver.com/entry.naver?docId=3595314&cid=58637&categoryId=58657,3595314
379,379,자두와인 화이트,2.0,3.0,2.0,4,,0.0,,신맛  바디감     과실주,,,,,피자 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595315-%EC%9E%90%EB%91%90%EC%99%80%EC%9D%B8%20%ED%99%94%EC%9D%B4%ED%8A%B8_main.JPG,https://terms.naver.com/entry.naver?docId=3595315&cid=58637&categoryId=58657,3595315
380,380,자연담은 복분자막걸리,2.0,1.0,1.0,5,,0.0,,바디감     탁주 쌀 복분자,,,,,복분자 막걸리에는 장어구이가 기본이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595226-%EC%9E%90%EC%97%B0%EB%8B%B4%EC%9D%80%20%EB%B3%B5%EB%B6%84%EC%9E%90%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595226&cid=58637&categoryId=58655,3595226
381,381,자연송이주,1.0,,,1,,0.0,,기타주류 버섯,,,,,동해바다에서 나오는 신선한 활어회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595289-%EC%9E%90%EC%97%B0%EC%86%A1%EC%9D%B4%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595289&cid=58637&categoryId=58652,3595289
382,382,자희향 국화주,1.0,2.0,1.0,4,,0.0,,바디감     약주/청주 쌀 찹쌀  무감미료,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687155-%EC%9E%90%ED%9D%AC%ED%96%A5%20%EA%B5%AD%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5687155&cid=58637&categoryId=58656,5687155
383,383,자희향나비생탁주,2.0,1.0,2.0,2,8,0.0,탁주,탁주 쌀 찹쌀,500ml,8000,자희자양,"찹쌀,멥쌀,누룩,정제수",,,,legacy_383
384,384,자희향탁주,2.0,2.0,1.0,3,12,0.0,탁주,바디감     탁주 쌀 찹쌀  선물,500ml,16000,자희자양,"찹쌀,멥쌀,누룩,정제수",,,,legacy_384
385,385,장수 생 막걸리,2.0,3.0,3.0,3,,0.0,,신맛 청량감 바디감     탁주  탄산,,,,,막걸리 안주로 생각할 수 있는 음식에는 어느 것이나 궁합이 맞다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595287-%EC%9E%A5%EC%88%98%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595287&cid=58637&categoryId=58653,3595287
386,386,장수 오미자주,3.0,4.0,4.0,3,,0.0,,단맛 신맛 청량감 바디감   탄닌감  과실주 오미자  베리류,,,,,기회가 된다면 송이버섯 전골과 함께 즐긴다면 더할 나위 없이 매력적일 듯하다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040704-%EC%9E%A5%EC%88%98%20%EC%98%A4%EB%AF%B8%EC%9E%90%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040704&cid=58637&categoryId=58655,6040704
387,387,장홍삼 장수 막걸리,1.0,4.0,3.0,5,,0.0,,신맛 청량감 바디감     탁주 삼,,,,,삼겹살 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595286-%EC%9E%A5%ED%99%8D%EC%82%BC%20%EC%9E%A5%EC%88%98%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595286&cid=58637&categoryId=58653,3595286
388,388,정고집 나주배 약주 15%,4.0,2.0,3.0,2,,0.0,,단맛  청량감   담백   약주/청주 쌀  과일류,,,,,"담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804488-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EB%B0%B0%20%EC%95%BD%EC%A3%BC%2015_main.jpg,https://terms.naver.com/entry.naver?docId=5804488&cid=58637&categoryId=58656,5804488
389,389,정고집 나주배 약주 9%,4.0,2.0,3.0,3,,0.0,,단맛  청량감 바디감     약주/청주 쌀  과일류,,,,,"담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804489-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EB%B0%B0%20%EC%95%BD%EC%A3%BC%209_main.jpg,https://terms.naver.com/entry.naver?docId=5804489&cid=58637&categoryId=58656,5804489
390,390,정고집 나주쌀 생막걸리,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀,,,,,나주산 막걸리인 만큼 영산포의 홍어삼합이 생각나는 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804490-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EB%82%98%EC%A3%BC%EC%8C%80%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5804490&cid=58637&categoryId=58656,5804490
391,391,정고집 옛날 생동동주,3.0,3.0,4.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀,,,,,"두부김치, 부침개, 감자전 등과 곁들이면 청량한 맛을 자아내는 동동주의 풍미를 더욱 잘 느낄 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804491-%EC%A0%95%EA%B3%A0%EC%A7%91%20%EC%98%9B%EB%82%A0%20%EC%83%9D%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804491&cid=58637&categoryId=58656,5804491
392,392,제주 고소리술,,,,3,,0.0,,향기    바디감     증류주,,,,,기름기 많은 고등어 회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681147-%EC%A0%9C%EC%A3%BC%20%EA%B3%A0%EC%86%8C%EB%A6%AC%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5681147&cid=58637&categoryId=58659,5681147
393,393,젤코바스페셜,2.0,4.0,2.0,3,11.5,0.0,과실주,신맛  바디감     과실주 포도 머루  베리류,375ml,17000,농업회사법인(주)젤코바와이너리,"국내산산머루,MBA포도",,,,legacy_393
394,394,젤코바 캠벨와인,3.0,4.0,2.0,3,,0.0,,단맛 신맛  바디감     과실주 포도  베리류,,,,,흰 살 생선 및 붉은 살 생선에도 적절히 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040792-%EC%A0%A4%EC%BD%94%EB%B0%94%20%EC%BA%A0%EB%B2%A8%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040792&cid=58637&categoryId=58657,6040792
395,395,젤코바 프리미엄와인,1.0,4.0,2.0,4,,0.0,,신맛  바디감     과실주 포도 머루  베리류,,,,,"특히 생고기류 하고도 잘 어울리겠지만, 양념 소갈비, 육전 등 맛이 가미된 고기류를 추천해 본다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040783-%EC%A0%A4%EC%BD%94%EB%B0%94%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%EC%99%80%EC%9D%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6040783&cid=58637&categoryId=58657,6040783
396,396,조선주조사,3.0,3.0,2.0,3,,0.0,,단맛 신맛  바디감     약주/청주 쌀  홈술,,,,,"집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040735-%EC%A1%B0%EC%84%A0%EC%A3%BC%EC%A1%B0%EC%82%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040735&cid=58637&categoryId=58658,6040735
397,397,조은술세종바나나주,3.0,1.0,3.0,4,4,0.0,기타주류,단맛  청량감 바디감  담백   기타주류 쌀  과일류,750ml,1700,조은술세종,"쌀,국,정제수,바나나농축액,조제종국,효모,물엿등",,,,legacy_397
398,398,주몽 복분자주,3.0,1.0,1.0,3,,0.0,,단맛   바디감     기타주류 쌀 복분자  베리류,,,,,케이크 등 디저트 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595291-%EC%A3%BC%EB%AA%BD%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595291&cid=58637&categoryId=58655,3595291
399,399,주산지 막걸리,2.0,1.0,2.0,2,,0.0,,탁주 쌀 밀,,,,,양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040713-%EC%A3%BC%EC%82%B0%EC%A7%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040713&cid=58637&categoryId=58657,6040713
400,400,주시락톡쏘는복분자막걸리,5.0,1.0,3.0,5,6,0.0,탁주,단맛  청량감 바디감     탁주 쌀 복분자,750ml,1800,가평우리술,"쌀,정제수,쌀입국,복분자원액,효모등",,,,legacy_400
401,401,죽력고,,,,3,,0.0,,향기    바디감     증류주 쌀  선물,,,,,죽력고의 안주로는 담백한 음식도 좋지만 단맛이 살짝 도는 떡갈비와 같은 안주도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681214-%EC%A3%BD%EB%A0%A5%EA%B3%A0_main.png,https://terms.naver.com/entry.naver?docId=5681214&cid=58637&categoryId=58655,5681214
402,402,죽향 생막걸리,1.0,2.0,4.0,1,,0.0,,청량감      탁주 쌀,,,,,죽순무침과 함께 마시면 더할 나위 없다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036282-%EC%A3%BD%ED%96%A5%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6036282&cid=58637&categoryId=58656,6036282
403,403,줄포 생 막걸리,2.0,2.0,3.0,4,,0.0,,청량감 바디감     탁주 쌀,,,,,각종 전 안주와 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595256-%EC%A4%84%ED%8F%AC%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595256&cid=58637&categoryId=58655,3595256
404,404,지란지교 무화과 탁주,4.0,4.0,1.0,4,,0.0,,단맛 신맛  바디감  담백   탁주 쌀 찹쌀 밀  과일류,,,,,"함께 먹기에 어울리는 음식으로 갈치조림, 고등어무조림, 무화과타르트가 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598731-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%EB%AC%B4%ED%99%94%EA%B3%BC%20%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598731&cid=58637&categoryId=58655,6598731
405,405,지란지교 약주,4.0,4.0,,4,,0.0,,단맛 신맛  바디감     약주/청주 쌀 찹쌀 밀  무감미료,,,,,"함께 먹기에 어울리는 음식으로 오징어초무침, 고등어김치찜, 연어포케가 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598727-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598727&cid=58637&categoryId=58655,6598727
406,406,지란지교 탁주,4.0,4.0,1.0,4,,0.0,,단맛 신맛  바디감  담백   탁주 쌀 찹쌀,,,,,"전, 육전, 떡볶이와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598729-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%ED%83%81%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6598729&cid=58637&categoryId=58655,6598729
407,407,지리산정담생막걸리,1.0,3.0,2.0,1,6,0.0,탁주,신맛       탁주 쌀,750ml,1500,지리산그린영농조합운봉주조,"쌀,종국,정제수,누룩,효모",,,,legacy_407
408,408,지리산 허브잎 술,1.0,2.0,2.0,1,,0.0,,탁주 쌀,,,,,특히 닭갈비랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595331-%EC%A7%80%EB%A6%AC%EC%82%B0%20%ED%97%88%EB%B8%8C%EC%9E%8E%20%EC%88%A0_main.JPG,https://terms.naver.com/entry.naver?docId=3595331&cid=58637&categoryId=58655,3595331
409,409,지장수 생막걸리,3.0,2.0,3.0,3,,0.0,,단맛  청량감 바디감     탁주 쌀,,,,,추천 안주는 굴 튀김.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551556-%EC%A7%80%EC%9E%A5%EC%88%98%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551556&cid=58637&categoryId=58652,3551556
410,410,지장수 호박막걸리,2.0,1.0,1.0,2,,0.0,,탁주 쌀,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687183-%EC%A7%80%EC%9E%A5%EC%88%98%20%ED%98%B8%EB%B0%95%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5687183&cid=58637&categoryId=58652,5687183
411,411,지장수 호박 생 막걸리,3.0,1.0,2.0,2,,0.0,,단맛        탁주 쌀,,,,,메밀전과 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551547-%EC%A7%80%EC%9E%A5%EC%88%98%20%ED%98%B8%EB%B0%95%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551547&cid=58637&categoryId=58652,3551547
412,412,지평생쌀막걸리,4.0,1.0,4.0,2,5,0.0,탁주,단맛  청량감      탁주 쌀  가성비,1.7L,2700,지평주조,"쌀,정제수,국,효모,정제효소등",,,,legacy_412
413,413,지평 생 옛막걸리,4.0,1.0,2.0,2,,0.0,,단맛        탁주 밀  가성비,,,,,파김치가 적격이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551537-%EC%A7%80%ED%8F%89%20%EC%83%9D%20%EC%98%9B%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551537&cid=58637&categoryId=58651,3551537
414,414,진도홍주 루비콘,3.0,,,3,,0.0,,향기 단맛   바디감     기타주류 쌀,,,,,조개찜 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595243-%EC%A7%84%EB%8F%84%ED%99%8D%EC%A3%BC%20%EB%A3%A8%EB%B9%84%EC%BD%98_main.jpg,https://terms.naver.com/entry.naver?docId=3595243&cid=58637&categoryId=58656,3595243
415,415,진맥소주 22%,,,,2,,0.0,,향기         증류주 밀  홈술,,,,,돼지고기 수육과 환상의 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040719-%EC%A7%84%EB%A7%A5%EC%86%8C%EC%A3%BC%2022_main.jpg,https://terms.naver.com/entry.naver?docId=6040719&cid=58637&categoryId=58657,6040719
416,416,진맥소주 40%,,,,2,,0.0,,향기     목넘김    증류주 밀  홈술,,,,,돼지고기 수육과 환상의 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040717-%EC%A7%84%EB%A7%A5%EC%86%8C%EC%A3%BC%2040_main.jpg,https://terms.naver.com/entry.naver?docId=6040717&cid=58637&categoryId=58657,6040717
417,417,진맥소주 53%,,,,3,,0.0,,향기    바디감 목넘김    증류주 밀,,,,,돼지고기 수육과 환상의 궁합이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040715-%EC%A7%84%EB%A7%A5%EC%86%8C%EC%A3%BC%2053_main.jpg,https://terms.naver.com/entry.naver?docId=6040715&cid=58637&categoryId=58657,6040715
418,418,진심홍삼인삼주19,1.0,0.0,0.0,3,19,0.0,증류주,바디감     증류주 쌀 삼  삼(蔘)류,375ml,7000,태평주가,"쌀,정제주정,인삼침출액,홍삼농축액,고과당등",,,,legacy_418
419,419,진심홍삼인삼주38,1.0,0.0,0.0,2,38,0.0,증류주,증류주 쌀 삼,750ml,70000,태평주가,"쌀,정제주정,인삼침출액,홍삼농축액,고과당등",,,,legacy_419
420,420,진심홍삼주19,3.0,1.0,1.0,2,19,0.0,증류주,단맛        증류주 쌀 삼,375ml,3000,태평주가,"쌀,정제주정,인삼침출액,홍삼농축액,고과당등",,,,legacy_420
421,421,진쾌남,,,,3,,0.0,,향기    바디감 목넘김    기타주류 쌀 오미자 구기자 밤 산수유 오가피,,,,,삼계탕 등 보양음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681173-%EC%A7%84%EC%BE%8C%EB%82%A8_main.jpg,https://terms.naver.com/entry.naver?docId=5681173&cid=58637&categoryId=58654,5681173
422,422,찰막걸리,2.0,2.0,3.0,2,,0.0,,청량감      탁주 쌀 찹쌀 밀,,,,,대체로 매운 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595218-%EC%B0%B0%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595218&cid=58637&categoryId=58651,3595218
423,423,창원 생탁주,3.0,3.0,3.0,3,,0.0,,단맛 신맛 청량감 바디감     탁주 쌀,,,,,"코다리찜, 가오리찜 등 다소 맵고 강한 양념 맛이 있는 음식과 즐기기 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040739-%EC%B0%BD%EC%9B%90%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040739&cid=58637&categoryId=58658,6040739
424,424,천년담주,2.0,1.0,1.0,4,,0.0,,바디감     약주/청주 꿀,,,,,"특히, 약재 등을 많이 넣고 삶아 내온 수육과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036280-%EC%B2%9C%EB%85%84%EB%8B%B4%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6036280&cid=58637&categoryId=58656,6036280
425,425,천년전주 생 막걸리,1.0,1.0,2.0,3,,0.0,,바디감     탁주 쌀,,,,,파전과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551502-%EC%B2%9C%EB%85%84%EC%A0%84%EC%A3%BC%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551502&cid=58637&categoryId=58655,3551502
426,426,천년주,,,,2,,0.0,,목넘김    증류주 쌀,,,,,제주 고사리와 섞은 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804443-%EC%B2%9C%EB%85%84%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5804443&cid=58637&categoryId=58657,5804443
427,427,천등산 차례주,3.0,2.0,2.0,3,,0.0,,단맛   바디감     약주/청주 쌀,,,,,차례주로 쓰인다면 가족들끼리 음복을 해도 충분히 즐길 수 있는 대중적인 맛이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040732-%EC%B2%9C%EB%93%B1%EC%82%B0%20%EC%B0%A8%EB%A1%80%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040732&cid=58637&categoryId=58653,6040732
428,428,천마몽,3.0,,,3,,0.0,,단맛   바디감     기타주류 쌀,,,,,맛과 향이 강하지 않은 음식과 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595253-%EC%B2%9C%EB%A7%88%EB%AA%BD_main.jpg,https://terms.naver.com/entry.naver?docId=3595253&cid=58637&categoryId=58655,3595253
429,429,천마이야기,2.0,2.0,2.0,5,6,0.0,탁주,바디감     탁주 오미자,750ml,1500,농업회사법인산들벗(주),"팽화미,입국미,무주천마분말,오미자추출액",,,,legacy_429
430,430,천매,2.0,,,4,,0.0,,향기    바디감     기타주류 꿀,,,,,기름진 중국음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595252-%EC%B2%9C%EB%A7%A4_main.jpg,https://terms.naver.com/entry.naver?docId=3595252&cid=58637&categoryId=58644,3595252
431,431,천비향오양주약주,2.0,2.0,1.0,3,16,0.0,약주/청주,바디감     약주/청주 쌀  파티,500ml,40000,농업회사법인(주)좋은술,"국내산쌀,누룩",,,,legacy_431
432,432,천비향 오양주 탁주,2.0,2.0,1.0,3,,0.0,,바디감     탁주 쌀  선물,,,,,파스타 등 맛이 강하지 않은 면 요리와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681239-%EC%B2%9C%EB%B9%84%ED%96%A5%20%EC%98%A4%EC%96%91%EC%A3%BC%20%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681239&cid=58637&categoryId=58651,5681239
433,433,천비향 화주,,,,2,,0.0,,향기     목넘김    증류주 쌀  선물,,,,,오리 주물럭과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681226-%EC%B2%9C%EB%B9%84%ED%96%A5%20%ED%99%94%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681226&cid=58637&categoryId=58651,5681226
434,434,천안 연미주,2.0,3.0,4.0,2,,0.0,,신맛 청량감      약주/청주 삼 약재,,,,,기름진 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595313-%EC%B2%9C%EC%95%88%20%EC%97%B0%EB%AF%B8%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595313&cid=58637&categoryId=58654,3595313
435,435,천지주가햅쌀생막걸리,3.0,2.0,2.0,5,6,0.0,탁주,단맛   바디감     탁주 쌀,750ml,1400,(유)산에들에농업회사법인,"쌀,정제수,국,효모등",,,,legacy_435
436,436,청남대블루베리생막걸리,3.0,2.0,3.0,2,6,1.0,탁주,단맛  청량감   담백  탄산 탁주 쌀 베리,750ml,3000,농업회사법인명세주가(주),"국내산쌀,블루베리엑기스,효모,조효소재,물엿,아스파탐,정제수",,,,legacy_436
437,437,청명주,4.0,4.0,2.0,4,17,0.0,약주/청주,단맛 신맛  바디감  담백   약주/청주 쌀 찹쌀  선물,500ml,23000,중원당,"국내산찹쌀,누룩,소맥분",,,,legacy_437
438,438,청산녹수 꿀막걸리,1.0,2.0,3.0,4,,0.0,,청량감 바디감     탁주 쌀 사과 꿀,,,,,양념 갈비와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681185-%EC%B2%AD%EC%82%B0%EB%85%B9%EC%88%98%20%EA%BF%80%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5681185&cid=58637&categoryId=58656,5681185
439,439,청산녹수 사미인주,2.0,2.0,4.0,3,,0.0,,청량감 바디감     탁주 쌀 꿀  무감미료,,,,,닭강정과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681184-%EC%B2%AD%EC%82%B0%EB%85%B9%EC%88%98%20%EC%82%AC%EB%AF%B8%EC%9D%B8%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681184&cid=58637&categoryId=58656,5681184
440,440,청산녹수 생탁주,1.0,3.0,3.0,3,,0.0,,신맛 청량감 바디감     탁주 쌀 사과,,,,,닭도리탕이나 양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681186-%EC%B2%AD%EC%82%B0%EB%85%B9%EC%88%98%20%EC%83%9D%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681186&cid=58637&categoryId=58656,5681186
441,441,청세주,3.0,1.0,1.0,4,,0.0,,단맛   바디감     약주/청주 쌀,,,,,삼겹살이 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551579-%EC%B2%AD%EC%84%B8%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=3551579&cid=58637&categoryId=58656,3551579
442,442,청송 얼음골 동동주,2.0,3.0,4.0,2,,0.0,,신맛 청량감      탁주 쌀 사과 밀,,,,,"탄산에 의한 청량미와 산미가 잘 갖춰져있기 때문에 기름진 김치전, 파전 등이 매우 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040711-%EC%B2%AD%EC%86%A1%20%EC%96%BC%EC%9D%8C%EA%B3%A8%20%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6040711&cid=58637&categoryId=58657,6040711
443,443,청송 주왕 사과막걸리,2.0,3.0,4.0,2,,0.0,,신맛 청량감      탁주 쌀 사과 밀,,,,,과일샐러드 등 가벼운 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040712-%EC%B2%AD%EC%86%A1%20%EC%A3%BC%EC%99%95%20%EC%82%AC%EA%B3%BC%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6040712&cid=58637&categoryId=58657,6040712
444,444,청양 둔송 구기주,3.0,1.0,1.0,2,,0.0,,단맛        약주/청주 쌀 구기자 감초  선물,,,,,양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595263-%EC%B2%AD%EC%96%91%20%EB%91%94%EC%86%A1%20%EA%B5%AC%EA%B8%B0%EC%A3%BC_main.JPG,https://terms.naver.com/entry.naver?docId=3595263&cid=58637&categoryId=58654,3595263
445,445,청진주,2.0,2.0,1.0,1,,0.0,,약주/청주 쌀 찹쌀  선물,,,,,새우 소금구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681238-%EC%B2%AD%EC%A7%84%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=5681238&cid=58637&categoryId=58651,5681238
